,Date,Year,Type,Country,Sex,Age,Fatal (Y/N),Time,Fatal,Male,Female
3040,16-Feb-1981,1981.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3042,02-Feb-1981,1981.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
3044,30-Jan-1981,1981.0,Unprovoked,USA,M,25,N,Manhã,0,1,0
3045,01-Jan-1981,1981.0,Invalid,SOUTH AFRICA,M,23,N,Manhã,0,1,0
3050,24-Nov-1980,1980.0,Unprovoked,REUNION,M,22,N,Tarde,0,1,0
3051,18-Nov-1980,1980.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3052,17-Nov-1980,1980.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3053,11-Nov-1980,1980.0,Unprovoked,BRAZIL,M,16,Y,Manhã,1,1,0
3054,27-Oct-1980,1980.0,Unprovoked,USA,M,29,N,Tarde,0,1,0
3055,17-Oct-1980,1980.0,Unprovoked,USA,M,19,N,Manhã,0,1,0
3056,22-Aug-1980,1980.0,Unprovoked,MEXICO,M,22,Y,Manhã,1,1,0
3057,10-Aug-1980,1980.0,Unprovoked,USA,F,10,N,Manhã,0,0,1
3058,04-Aug-1980,1980.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3059,26-Jul-1980,1980.0,Unprovoked,SPAIN,M,Não informada,N,Manhã,0,1,0
3060,27-Jul-1980,1980.0,Unprovoked,USA,M,15,N,Tarde,0,1,0
3061,23-Jul-1980,1980.0,Unprovoked,USA,F,22,N,Tarde,0,0,1
3064,26-Jun-1980,1980.0,Provoked,USA,F,44,N,Manhã,0,0,1
3065,15-May-1980,1980.0,Unprovoked,SOUTH AFRICA,M,22,N,Manhã,0,1,0
3066,25-Apr-1980,1980.0,Provoked,JAMAICA,M,Não informada,N,Manhã,0,1,0
3069,29-Mar-1980,1980.0,Unprovoked,SOUTH AFRICA,M,52,Y,Manhã,1,1,0
3070,28-Mar-1980,1980.0,Unprovoked,BRAZIL,M,Não informada,N,Tarde,0,1,0
3071,15-Mar-1980,1980.0,Boating,PHILIPPINES,F,Não informada,Y,Manhã,1,0,1
3072,11-Mar-1980,1980.0,Provoked,SOUTH AFRICA,M,61,N,Manhã,0,1,0
3073,31-Jan-1980,1980.0,Unprovoked,SOUTH AFRICA,M,24,N,Tarde,0,1,0
3074,25-Jan-1980,1980.0,Unprovoked,KENYA,M,29,N,Manhã,0,1,0
3075,15-Jan-1980,1980.0,Provoked,SOUTH AFRICA,M,29,N,Madrugada,0,1,0
3076,13-Jan-1980,1980.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3077,10-Jan-1980,1980.0,Unprovoked,SOUTH AFRICA,M,25,N,Tarde,0,1,0
3078,05-Jan-1980,1980.0,Unprovoked,CHILE,M,Não informada,Y,Manhã,1,1,0
3083,21-Dec-1979,1979.0,Unprovoked,SOUTH AFRICA,M,18,N,Tarde,0,1,0
3084,05-Dec-1979,1979.0,Invalid,PORTUGAL,M,19,Y,Manhã,1,1,0
3085,01-Dec-1979,1979.0,Unprovoked,SOUTH CHINA SEA,M,32,N,Manhã,0,1,0
3086,27-Nov-1979,1979.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
3088,22-Oct-1979,1979.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3089,14-Sep-1979,1979.0,Unprovoked,AUSTRALIA,M,18,N,Manhã,0,1,0
3090,28-Aug-1979,1979.0,Unprovoked,HONG KONG,M,21,Y,Manhã,1,1,0
3091,26-Aug-1979,1979.0,Unprovoked,HONG KONG,M,16,Y,Manhã,1,1,0
3092,05-Aug-1979,1979.0,Unprovoked,USA,M,49,N,Manhã,0,1,0
3093,03-Aug-1979,1979.0,Unprovoked,THAILAND,M,Não informada,Y,Manhã,1,1,0
3094,19-Jun-1979,1979.0,Boating,USA,M,56,N,Manhã,0,1,0
3095,27-May-1979,1979.0,Invalid,USA,M,36,N,Manhã,0,1,0
3097,03-May-1979,1979.0,Unprovoked,SOUTH AFRICA,M,Não informada,Y,Manhã,1,1,0
3100,08-Apr-1979,1979.0,Unprovoked,USA,M,24,N,Manhã,0,1,0
3101,08-Apr-1979,1979.0,Unprovoked,USA,M,8,N,Manhã,0,1,0
3102,24-Mar-1979,1979.0,Unprovoked,USA,M,27,N,Manhã,0,1,0
3103,11-Mar-1979,1979.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3106,21-Feb-1979,1979.0,Unprovoked,SOUTH AFRICA,M,19,N,Manhã,0,1,0
3108,29-Dec-1978,1978.0,Unprovoked,AUSTRALIA,M,18,N,Manhã,0,1,0
3109,12-Dec-1978,1978.0,Unprovoked,SOUTH AFRICA,M,23,Y,Tarde,1,1,0
3110,26-Nov-1978,1978.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3111,23-Nov-1978,1978.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
3112,21-Oct-1978,1978.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3113,27-Sep-1978,1978.0,Unprovoked,SOUTH AFRICA,M,27,N,Tarde,0,1,0
3114,16-Sep-1978,1978.0,Unprovoked,ITALY,M,Não informada,N,Manhã,0,1,0
3115,02-Sep-1978,1978.0,Unprovoked,AUSTRALIA,M,34,N,Manhã,0,1,0
3116,05-Aug-1978,1978.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3117,01-Aug-1978,1978.0,Unprovoked,USA,M,27,N,Manhã,0,1,0
3118,27-Jul-1978,1978.0,Boating,USA,M,39,N,Manhã,0,1,0
3119,19-Jul-1978,1978.0,Provoked,USA,M,27,N,Manhã,0,1,0
3120,21-Jun-1978,1978.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
3121,21-Jun-1978,1978.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
3123,02-Apr-1978,1978.0,Unprovoked,MARSHALL ISLANDS,M,25,N,Manhã,0,1,0
3124,02-Apr-1978,1978.0,Unprovoked,MARSHALL ISLANDS,M,23,N,Manhã,0,1,0
3128,19-Feb-1978,1978.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3129,07-Jan-1978,1978.0,Unprovoked,SOUTH AFRICA,M,17,N,Manhã,0,1,0
3130,06-Jan-1978,1978.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3133,31-Dec-1977,1977.0,Boating,USA,M,49,N,Noite,0,1,0
3134,19-Dec-1977,1977.0,Unprovoked,USA,M,27,N,Manhã,0,1,0
3135,19-Dec-1977,1977.0,Unprovoked,SOUTH AFRICA,M,18,N,Manhã,0,1,0
3137,12-Nov-1977,1977.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3138,30-Oct-1977,1977.0,Unprovoked,SOUTH AFRICA,M,25,N,Tarde,0,1,0
3139,31-Aug-1977,1977.0,Unprovoked,AUSTRALIA,M,17,N,Tarde,0,1,0
3140,23-Aug-1977,1977.0,Unprovoked,AUSTRALIA,M,25,Y,Manhã,1,1,0
3141,19-Aug-1977,1977.0,Boating,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3142,14-Aug-1977,1977.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
3143,05-Aug-1977,1977.0,Invalid,USA,M,17,N,Manhã,0,1,0
3144,02-Jul-1977,1977.0,Boating,USA,M,21,N,Noite,0,1,0
3145,26-Jun-1977,1977.0,Provoked,USA,M,27,N,Tarde,0,1,0
3146,06-Jun-1977,1977.0,Unprovoked,USA,M,25,N,Manhã,0,1,0
3147,26-May-1977,1977.0,Boating,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3148,16-May-1977,1977.0,Invalid,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3149,26-Apr-1977,1977.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3150,21-Apr-1977,1977.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3151,17-Mar-1977,1977.0,Unprovoked,SOUTH AFRICA,M,31,N,Tarde,0,1,0
3152,13-Mar-1977,1977.0,Boating,AUSTRALIA,M,32,N,Manhã,0,1,0
3153,13-Mar-1977,1977.0,Boating,AUSTRALIA,M,74,Y,Manhã,1,1,0
3154,13-Mar-1977,1977.0,Boating,AUSTRALIA,M,45,Y,Manhã,1,1,0
3155,26-Feb-1977,1977.0,Unprovoked,AUSTRALIA,M,24,N,Manhã,0,1,0
3156,04-Feb-1977,1977.0,Invalid,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3159,29-Dec-1976,1976.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3160,18-Dec-1976,1976.0,Unprovoked,USA,M,29,N,Manhã,0,1,0
3161,27-Nov-1976,1976.0,Unprovoked,SOUTH AFRICA,M,19,N,Tarde,0,1,0
3163,25-Nov-1976,1976.0,Unprovoked,USA,M,19,N,Manhã,0,1,0
3164,23-Nov-1976,1976.0,Invalid,SOUTH AFRICA,M,17,N,Manhã,0,1,0
3167,18-Oct-1976,1976.0,Unprovoked,USA,M,25,N,Tarde,0,1,0
3168,06-Oct-1976,1976.0,Unprovoked,SOUTH AFRICA,M,20,N,Manhã,0,1,0
3170,19-Sep-1976,1976.0,Unprovoked,AUSTRALIA,M,27,N,Manhã,0,1,0
3171,17-Sep-1976,1976.0,Boating,HONG KONG,M,Não informada,Y,Manhã,1,1,0
3172,12-Sep-1976,1976.0,Unprovoked,USA,M,16,Y,Manhã,1,1,0
3173,12-Sep-1976,1976.0,Unprovoked,USA,M,Não informada,Y,Manhã,1,1,0
3174,06-Sep-1976,1976.0,Unprovoked,USA,M,15,N,Tarde,0,1,0
3175,26-Aug-1976,1976.0,Unprovoked,USA,M,23,N,Manhã,0,1,0
3176,24-Aug-1976,1976.0,Unprovoked,USA,M,19,N,Tarde,0,1,0
3177,24-Jul-1976,1976.0,Unprovoked,USA,M,24,N,Manhã,0,1,0
3178,21-Jul-1976,1976.0,Unprovoked,USA,M,10,N,Manhã,0,1,0
3179,16-Jul-1976,1976.0,Unprovoked,USA,M,18,Y,Manhã,1,1,0
3180,12-Jul-1976,1976.0,Unprovoked,USA,M,23,N,Manhã,0,1,0
3181,23-Jun-1976,1976.0,Unprovoked,USA,M,17,N,Noite,0,1,0
3182,10-Jun-1976,1976.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3183,02-Jun-1976,1976.0,Provoked,ITALY,M,46,N,Manhã,0,1,0
3184,01-Jun-1976,1976.0,Boating,AUSTRALIA,F,Não informada,N,Manhã,0,0,1
3187,12-Mar-1976,1976.0,Unprovoked,USA,M,24,N,Tarde,0,1,0
3193,12-Jan-1976,1976.0,Unprovoked,AUSTRALIA,F,Não informada,N,Manhã,0,0,1
3195,08-Jan-1976,1976.0,Unprovoked,USA,M,25,N,Manhã,0,1,0
3196,02-Jan-1976,1976.0,Unprovoked,NEW ZEALAND,M,Não informada,Y,Manhã,1,1,0
3199,06-Dec-1975,1975.0,Unprovoked,USA,M,27,N,Manhã,0,1,0
3200,02-Dec-1975,1975.0,Provoked,AUSTRALIA,M,35,N,Manhã,0,1,0
3201,19-Nov-1975,1975.0,Unprovoked,AUSTRALIA,M,20,N,Manhã,0,1,0
3202,19-Nov-1975,1975.0,Unprovoked,SOUTH AFRICA,M,33,N,Manhã,0,1,0
3203,07-Nov-1975,1975.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3204,02-Nov-1975,1975.0,Unprovoked,USA,M,18,N,Manhã,0,1,0
3205,21-Oct-1975,1975.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
3206,12-Oct-1975,1975.0,Unprovoked,AUSTRALIA,M,20,N,Manhã,0,1,0
3209,17-Aug-1975,1975.0,Unprovoked,SOUTH AFRICA,M,19,N,Manhã,0,1,0
3210,12-Aug-1975,1975.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
3211,09-Aug-1975,1975.0,Unprovoked,USA,M,44,N,Manhã,0,1,0
3212,04-Aug-1975,1975.0,Unprovoked,HONG KONG,M,24,N,Manhã,0,1,0
3213,30-Jul-1975,1975.0,Boating,USA,F,62,Y,Manhã,1,0,1
3214,30-Jul-1975,1975.0,Unprovoked,AUSTRALIA,M,37,Y,Tarde,1,1,0
3215,26-Jul-1975,1975.0,Unprovoked,USA,M,24,N,Manhã,0,1,0
3216,26-Jul-1975,1975.0,Unprovoked,AUSTRALIA,M,21,N,Manhã,0,1,0
3217,23-Jul-1975,1975.0,Unprovoked,USA,M,23,N,Tarde,0,1,0
3218,19-Jul-1975,1975.0,Unprovoked,USA,M,34,N,Manhã,0,1,0
3219,15-Jul-1975,1975.0,Unprovoked,USA,F,14,N,Manhã,0,0,1
3221,04-Jul-1975,1975.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
3222,23-Jun-1975,1975.0,Unprovoked,USA,M,18,N,Tarde,0,1,0
3223,23-Jun-1975,1975.0,Unprovoked,USA,F,15,N,Tarde,0,0,1
3224,15-Jun-1975,1975.0,Unprovoked,USA,M,27,N,Manhã,0,1,0
3225,02-Jun-1975,1975.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
3227,25-May-1975,1975.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
3229,25-Apr-1975,1975.0,Invalid,ITALY,M,37,N,Manhã,0,1,0
3230,18-Apr-1975,1975.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3231,05-Apr-1975,1975.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Tarde,0,1,0
3232,29-Mar-1975,1975.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3233,18-Mar-1975,1975.0,Unprovoked,AUSTRALIA,F,Não informada,N,Manhã,0,0,1
3234,16-Mar-1975,1975.0,Unprovoked,USA,M,14,N,Manhã,0,1,0
3236,09-Mar-1975,1975.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3238,23-Feb-1975,1975.0,Unprovoked,SOUTH AFRICA,M,16,N,Manhã,0,1,0
3240,10-Feb-1975,1975.0,Unprovoked,AUSTRALIA,M,12,Y,Tarde,1,1,0
3241,09-Feb-1975,1975.0,Unprovoked,AUSTRALIA,M,45,N,Manhã,0,1,0
3242,07-Feb-1975,1975.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3243,01-Feb-1975,1975.0,Provoked,SOUTH AFRICA,M,12,N,Manhã,0,1,0
3244,19-Jan-1975,1975.0,Unprovoked,AUSTRALIA,M,17,Y,Manhã,1,1,0
3248,01-Nov-1974,1974.0,Unprovoked,USA,M,24,N,Tarde,0,1,0
3249,28-Sep-1974,1974.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
3250,14-Sep-1974,1974.0,Unprovoked,USA,M,29,N,Manhã,0,1,0
3251,07-Sep-1974,1974.0,Unprovoked,ISRAEL,F,20,N,Tarde,0,0,1
3252,02-Sep-1974,1974.0,Unprovoked,USA,M,41,N,Tarde,0,1,0
3253,02-Sep-1974,1974.0,Unprovoked,USA,M,48,N,Tarde,0,1,0
3254,01-Sep-1974,1974.0,Boating,AUSTRALIA,M,30,N,Manhã,0,1,0
3256,23-Aug-1974,1974.0,Unprovoked,HONG KONG,M,22,N,Manhã,0,1,0
3257,16-Aug-1974,1974.0,Unprovoked,HONG KONG,M,Não informada,Y,Manhã,1,1,0
3258,16-Aug-1974,1974.0,Unprovoked,HONG KONG,M,19,N,Manhã,0,1,0
3259,16-Aug-1974,1974.0,Unprovoked,HONG KONG,M,18,N,Manhã,0,1,0
3260,10-Aug-1974,1974.0,Unprovoked,CROATIA,M,21,Y,Tarde,1,1,0
3261,05-Aug-1974,1974.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3262,26-Jul-1974,1974.0,Unprovoked,USA,M,36,N,Manhã,0,1,0
3263,20-Jul-1974,1974.0,Unprovoked,USA,M,17,Y,Manhã,1,1,0
3264,02-Jul-1974,1974.0,Boating,USA,M,10,Y,Manhã,1,1,0
3265,20-Jun-1974,1974.0,Unprovoked,USA,F,61,N,Manhã,0,0,1
3266,26-May-1974,1974.0,Unprovoked,USA,M,45,N,Manhã,0,1,0
3267,25-Apr-1974,1974.0,Boating,BRAZIL,M,Não informada,Y,Manhã,1,1,0
3268,20-Apr-1974,1974.0,Unprovoked,SOUTH AFRICA,M,22,N,Tarde,0,1,0
3269,14-Apr-1974,1974.0,Unprovoked,SOUTH AFRICA,M,19,N,Tarde,0,1,0
3270,12-Apr-1974,1974.0,Unprovoked,USA,F,11,N,Manhã,0,0,1
3271,04-Apr-1974,1974.0,Unprovoked,SOUTH AFRICA,M,17,N,Tarde,0,1,0
3272,21-Mar-1974,1974.0,Unprovoked,SOUTH AFRICA,M,21,N,Tarde,0,1,0
3274,13-Feb-1974,1974.0,Unprovoked,SOUTH AFRICA,M,14,N,Noite,0,1,0
3275,13-Feb-1974,1974.0,Unprovoked,SOUTH AFRICA,M,19,N,Noite,0,1,0
3278,13-Jan-1974,1974.0,Unprovoked,SOUTH AFRICA,M,42,N,Manhã,0,1,0
3279,09-Jan-1974,1974.0,Unprovoked,AUSTRALIA,M,26,Y,Manhã,1,1,0
3280,07-Jan-1974,1974.0,Unprovoked,SOUTH AFRICA,M,33,N,Tarde,0,1,0
3281,07-Jan-1974,1974.0,Unprovoked,MOZAMBIQUE,M,Não informada,Y,Manhã,1,1,0
3282,07-Jan-1974,1974.0,Unprovoked,MOZAMBIQUE,M,32,Y,Manhã,1,1,0
3285,25-Dec-1973,1973.0,Unprovoked,MOZAMBIQUE,M,41,N,Manhã,0,1,0
3286,21-Dec-1973,1973.0,Unprovoked,MOZAMBIQUE,M,20,Y,Manhã,1,1,0
3287,18-Dec-1973,1973.0,Unprovoked,PHILIPPINES,M,19,Y,Manhã,1,1,0
3288,18-Dec-1973,1973.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3291,24-Nov-1973,1973.0,Unprovoked,USA,M,13,N,Tarde,0,1,0
3292,03-Nov-1973,1973.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3293,29-Sep-1973,1973.0,Boating,SOUTH AFRICA,M,Não informada,Y,Manhã,1,1,0
3294,14-Sep-1973,1973.0,Unprovoked,BAHAMAS,M,11,N,Tarde,0,1,0
3295,10-Sep-1973,1973.0,Unprovoked,HONG KONG,M,20,Y,Manhã,1,1,0
3296,09-Sep-1973,1973.0,Unprovoked,MEXICO,M,37,Y,Tarde,1,1,0
3299,25-Aug-1973,1973.0,Unprovoked,AUSTRALIA,M,16,N,Manhã,0,1,0
3300,16-Aug-1973,1973.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
3301,13-Jun-1973,1973.0,Unprovoked,HONG KONG,M,Não informada,N,Manhã,0,1,0
3302,04-Apr-1973,1973.0,Unprovoked,MEXICO,M,45,Y,Tarde,1,1,0
3303,26-Mar-1973,1973.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3304,05-Mar-1973,1973.0,Unprovoked,MOZAMBIQUE,M,28,Y,Manhã,1,1,0
3307,21-Jan-1973,1973.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3308,09-Jan-1973,1973.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3312,31-Dec-1972,1972.0,Unprovoked,SOUTH AFRICA,M,29,N,Tarde,0,1,0
3313,26-Dec-1972,1972.0,Unprovoked,MOZAMBIQUE,M,25,N,Tarde,0,1,0
3314,25-Dec-1972,1972.0,Unprovoked,MEXICO,M,17,Y,Tarde,1,1,0
3315,24-Dec-1972,1972.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3316,21-Dec-1972,1972.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3319,21-Oct-1972,1972.0,Unprovoked,AUSTRALIA,M,24,N,Manhã,0,1,0
3320,21-Oct-1972,1972.0,Unprovoked,AUSTRALIA,M,19,N,Manhã,0,1,0
3321,14-Oct-1972,1972.0,Unprovoked,USA,M,Não informada,Y,Manhã,1,1,0
3322,14-Oct-1972,1972.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
3323,10-Oct-1972,1972.0,Unprovoked,NEW ZEALAND,M,17,N,Manhã,0,1,0
3324,09-Sep-1972,1972.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3325,04-Sep-1972,1972.0,Invalid,MOZAMBIQUE,F,20,N,Manhã,0,0,1
3326,29-Aug-1972,1972.0,Unprovoked,USA,M,15,N,Tarde,0,1,0
3327,17-Aug-1972,1972.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3328,08-Aug-1972,1972.0,Unprovoked,AUSTRALIA,M,45,N,Manhã,0,1,0
3330,26-Jun-1972,1972.0,Unprovoked,AUSTRALIA,M,Não informada,Y,Manhã,1,1,0
3331,26-Jun-1972,1972.0,Unprovoked,AUSTRALIA,M,Não informada,Y,Manhã,1,1,0
3332,10-Jun-1972,1972.0,Unprovoked,USA,M,22,N,Manhã,0,1,0
3333,28-May-1972,1972.0,Unprovoked,USA,M,32,N,Manhã,0,1,0
3334,06-May-1972,1972.0,Unprovoked,FRENCH POLYNESIA,M,27,N,Manhã,0,1,0
3335,16-Apr-1972,1972.0,Unprovoked,WESTERN SAMOA,M,25,Y,Manhã,1,1,0
3336,01-Apr-1972,1972.0,Unprovoked,AUSTRALIA,F,Não informada,N,Manhã,0,0,1
3337,01-Apr-1972,1972.0,Unprovoked,MOZAMBIQUE,M,19,Y,Tarde,1,1,0
3338,21-Mar-1972,1972.0,Provoked,PACIFIC OCEAN,M,33,N,Manhã,0,1,0
3339,16-Mar-1972,1972.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3340,20-Feb-1972,1972.0,Unprovoked,AUSTRALIA,M,18,N,Manhã,0,1,0
3342,01-Jan-1972,1972.0,Unprovoked,SOUTH AFRICA,M,20,Y,Manhã,1,1,0
3343,01-Jan-1971,1972.0,Unprovoked,SOUTH AFRICA,F,30,N,Noite,0,0,1
3344,01-Jan-1971,1972.0,Unprovoked,MOZAMBIQUE,M,24,N,Tarde,0,1,0
3348,16-Dec-1971,1971.0,Unprovoked,SOUTH AFRICA,F,16,N,Tarde,0,0,1
3349,05-Dec-1971,1971.0,Unprovoked,AUSTRALIA,M,20,Y,Manhã,1,1,0
3350,25-Nov-1971,1971.0,Unprovoked,HONG KONG,M,20,N,Madrugada,0,1,0
3352,23-Oct-1971,1971.0,Unprovoked,USA,M,18,N,Tarde,0,1,0
3353,14-Oct-1971,1971.0,Unprovoked,SOUTH AFRICA,M,25,N,Tarde,0,1,0
3354,02-Oct-1971,1971.0,Unprovoked,USA,M,30,N,Tarde,0,1,0
3356,07-Sep-1971,1971.0,Unprovoked,CROATIA,M,34,Y,Manhã,1,1,0
3357,05-Sep-1971,1971.0,Unprovoked,AUSTRALIA,M,51,Y,Manhã,1,1,0
3358,21-Aug-1971,1971.0,Provoked,AUSTRALIA,M,26,N,Manhã,0,1,0
3359,26-Jul-1971,1971.0,Unprovoked,USA,M,8,N,Tarde,0,1,0
3360,19-Jul-1971,1971.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3361,30-Jun-1971,1971.0,Unprovoked,SOUTH AFRICA,M,21,N,Tarde,0,1,0
3362,01-Jun-1971,1971.0,Unprovoked,BRITISH ISLES,M,32,N,Manhã,0,1,0
3363,16-Apr-1971,1971.0,Unprovoked,KENYA,M,16,N,Manhã,0,1,0
3364,11-Apr-1971,1971.0,Unprovoked,SOUTH AFRICA,M,51,Y,Manhã,1,1,0
3369,30-Mar-1971,1971.0,Unprovoked,NEW ZEALAND,M,16,N,Manhã,0,1,0
3370,02-Jan-1971,1971.0,Unprovoked,AUSTRALIA,M,Não informada,N,Tarde,0,1,0
3374,17-Dec-1970,1970.0,Unprovoked,MOZAMBIQUE,M,18,Y,Tarde,1,1,0
3375,13-Dec-1970,1970.0,Unprovoked,MOZAMBIQUE,M,20,Y,Manhã,1,1,0
3376,07-Dec-1970,1970.0,Unprovoked,MICRONESIA,M,Não informada,N,Noite,0,1,0
3377,03-Dec-1970,1970.0,Boating,USA,M,41,N,Manhã,0,1,0
3379,24-Oct-1970,1970.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3381,28-Sep-1970,1970.0,Unprovoked,MICRONESIA,M,43,N,Manhã,0,1,0
3382,13-Sep-1970,1970.0,Provoked,PALAU,M,20,N,Manhã,0,1,0
3383,05-Sep-1970,1970.0,Unprovoked,USA,M,18,N,Manhã,0,1,0
3384,02-Sep-1970,1970.0,Provoked,AUSTRALIA,M,20,N,Manhã,0,1,0
3389,22-Jun-1970,1970.0,Provoked,USA,M,13,N,Manhã,0,1,0
3390,15-Jun-1970,1970.0,Provoked,SOUTH AFRICA,M,25,N,Tarde,0,1,0
3391,13-Jun-1970,1970.0,Unprovoked,GRENADA,M,16,Y,Tarde,1,1,0
3392,13-Jun-1970,1970.0,Unprovoked,GRENADA,M,18,Y,Tarde,1,1,0
3397,31-Mar-1970,1970.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
3398,23-Mar-1970,1970.0,Unprovoked,USA,M,19,N,Tarde,0,1,0
3400,23-Jan-1970,1970.0,Unprovoked,MOZAMBIQUE,M,14,N,Manhã,0,1,0
3401,23-Jan-1970,1970.0,Unprovoked,MOZAMBIQUE,M,16,N,Manhã,0,1,0
3402,23-Jan-1970,1970.0,Unprovoked,MOZAMBIQUE,M,12,N,Manhã,0,1,0
3403,23-Jan-1970,1970.0,Unprovoked,MOZAMBIQUE,M,10,N,Manhã,0,1,0
3404,16-Jan-1970,1970.0,Boating,EGYPT,M,Não informada,Y,Manhã,1,1,0
3405,10-Jan-1970,1970.0,Unprovoked,MEXICO,M,22,N,Manhã,0,1,0
3406,09-Jan-1970,1970.0,Unprovoked,ENGLAND,M,Não informada,N,Manhã,0,1,0
3416,30-Nov-1969,1969.0,Unprovoked,AUSTRALIA,M,15,N,Tarde,0,1,0
3417,11-Nov-1969,1969.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3418,05-Nov-1969,1969.0,Provoked,AUSTRALIA,M,27,N,Manhã,0,1,0
3419,14-Oct-1969,1969.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3420,06-Sep-1969,1969.0,Unprovoked,USA,M,53,N,Manhã,0,1,0
3421,29-Aug-1969,1969.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
3422,22-Aug-1969,1969.0,Provoked,USA,M,28,N,Manhã,0,1,0
3423,02-Aug-1969,1969.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
3424,02-Aug-1969,1969.0,Unprovoked,USA,M,13,N,Tarde,0,1,0
3426,27-Jul-1969,1969.0,Provoked,ENGLAND,M,Não informada,N,Manhã,0,1,0
3427,22-Jul-1969,1969.0,Provoked,USA,M,13,N,Tarde,0,1,0
3428,20-Jul-1969,1969.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3429,27-Jun-1969,1969.0,Unprovoked,USA,M,22,N,Tarde,0,1,0
3430,12-Jun-1969,1969.0,Unprovoked,JAMAICA,M,27,N,Manhã,0,1,0
3432,25-May-1969,1969.0,Provoked,USA,M,Não informada,N,Noite,0,1,0
3433,24-May-1969,1969.0,Provoked,USA,M,23,N,Manhã,0,1,0
3434,22-May-1969,1969.0,Unprovoked,DOMINICAN REPUBLIC,M,18,N,Tarde,0,1,0
3436,22-Apr-1969,1969.0,Invalid,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
3437,19-Aug-1969,1969.0,Provoked,USA,M,25,N,Manhã,0,1,0
