,Date,Year,Type,Country,Sex,Age,Fatal (Y/N),Time,Fatal,Male,Female
2679,29-Jun-1989,1989.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2680,17-Jun-1989,1989.0,Unprovoked,USA,M,45,N,Manhã,0,1,0
2681,06-Jun-1989,1989.0,Unprovoked,ITALY,M,Não informada,N,Tarde,0,1,0
2682,05-Jun-1989,1989.0,Unprovoked,SOUTH AFRICA,M,16,N,Tarde,0,1,0
2683,03-Jun-1989,1989.0,Unprovoked,SOUTH AFRICA,M,28,N,Tarde,0,1,0
2685,23-Apr-1989,1989.0,Unprovoked,USA,M,19,N,Manhã,0,1,0
2686,12-Apr-1989,1989.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2688,03-Apr-1989,1989.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2690,09-Mar-1989,1989.0,Unprovoked,AUSTRALIA,M,27,Y,Noite,1,1,0
2691,04-Mar-1989,1989.0,Boating,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
2692,19-Feb-1989,1989.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2693,15-Feb-1989,1989.0,Unprovoked,SOUTH AFRICA,M,26,N,Manhã,0,1,0
2694,02-Feb-1989,1989.0,Unprovoked,ITALY,M,47,Y,Manhã,1,1,0
2695,26-Jan-1989,1989.0,Invalid,USA,M,24,N,Manhã,0,1,0
2696,26-Jan-1989,1989.0,Unprovoked,USA,F,24,Y,Manhã,1,0,1
2697,20-Jan-1989,1989.0,Unprovoked,USA,M,10,N,Manhã,0,1,0
2698,20-Jan-1989,1989.0,Unprovoked,SOUTH AFRICA,M,19,N,Tarde,0,1,0
2699,08-Jan-1989,1989.0,Unprovoked,USA,M,Não informada,Y,Manhã,1,1,0
2700,03-Jan-1989,1989.0,Unprovoked,AUSTRALIA,M,17,N,Tarde,0,1,0
2703,15-Dec-1988,1988.0,Unprovoked,CHILE,M,Não informada,Y,Manhã,1,1,0
2704,08-Nov-1988,1988.0,Boating,AUSTRALIA,M,17,Y,Manhã,1,1,0
2705,07-Nov-1988,1988.0,Boating,AUSTRALIA,M,62,Y,Noite,1,1,0
2707,23-Oct-1988,1988.0,Unprovoked,USA,M,21,N,Tarde,0,1,0
2708,22-Oct-1988,1988.0,Unprovoked,AUSTRALIA,M,38,N,Manhã,0,1,0
2709,14-Oct-1988,1988.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
2710,11-Oct-1988,1988.0,Unprovoked,USA,M,30,N,Manhã,0,1,0
2711,10-Oct-1988,1988.0,Unprovoked,USA,M,23,N,Tarde,0,1,0
2712,06-Oct-1988,1988.0,Unprovoked,AUSTRALIA,M,15,N,Tarde,0,1,0
2714,28-Sep-1988,1988.0,Unprovoked,USA,M,21,N,Tarde,0,1,0
2715,13-Sep-1988,1988.0,Unprovoked,USA,F,Não informada,N,Tarde,0,0,1
2716,13-Sep-1988,1988.0,Unprovoked,USA,M,38,Y,Tarde,1,1,0
2717,22-Aug-1988,1988.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
2718,22-Aug-1988,1988.0,Unprovoked,ITALY,M,16,N,Manhã,0,1,0
2719,19-Aug-1988,1988.0,Unprovoked,JAPAN,M,Não informada,N,Manhã,0,1,0
2720,11-Aug-1988,1988.0,Unprovoked,USA,M,27,N,Manhã,0,1,0
2721,23-Jul-1988,1988.0,Unprovoked,BAHAMAS,M,Não informada,N,Manhã,0,1,0
2722,19-Jul-1988,1988.0,Unprovoked,BAHAMAS,M,28,N,Manhã,0,1,0
2723,17-Jul-1988,1988.0,Unprovoked,BAHAMAS,M,35,N,Manhã,0,1,0
2724,11-Jul-1988,1988.0,Unprovoked,USA,F,15,N,Manhã,0,0,1
2725,04-Jul-1988,1988.0,Unprovoked,USA,M,37,N,Tarde,0,1,0
2726,04-Jul-1988,1988.0,Unprovoked,BAHAMAS,M,Não informada,N,Manhã,0,1,0
2728,16-Jun-1988,1988.0,Unprovoked,SOUTH AFRICA,M,36,N,Manhã,0,1,0
2729,16-Jun-1988,1988.0,Unprovoked,USA,M,42,N,Manhã,0,1,0
2730,09-Jun-1988,1988.0,Unprovoked,USA,M,37,N,Tarde,0,1,0
2731,05-Jun-1988,1988.0,Unprovoked,USA,M,12,N,Manhã,0,1,0
2732,01-Jun-1988,1988.0,Unprovoked,USA,M,25,N,Manhã,0,1,0
2733,27-May-1988,1988.0,Unprovoked,SOUTH KOREA,F,38,Y,Manhã,1,0,1
2734,10-May-1988,1988.0,Unprovoked,USA,M,31,N,Tarde,0,1,0
2735,04-May-1988,1988.0,Unprovoked,USA,M,29,N,Manhã,0,1,0
2736,28-Apr-1988,1988.0,Unprovoked,REUNION,M,Não informada,Y,Tarde,1,1,0
2737,24-Apr-1988,1988.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2738,15-Apr-1988,1988.0,Unprovoked,USA,M,24,N,Tarde,0,1,0
2739,15-Apr-1988,1988.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
2740,14-Apr-1988,1988.0,Unprovoked,USA,M,14,N,Manhã,0,1,0
2741,14-Apr-1988,1988.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2742,10-Apr-1988,1988.0,Invalid,SOUTH AFRICA,F,Não informada,N,Manhã,0,0,1
2743,31-Mar-1988,1988.0,Unprovoked,USA,F,30,N,Manhã,0,0,1
2744,25-Mar-1988,1988.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2745,16-Mar-1988,1988.0,Unprovoked,SOUTH AFRICA,M,17,N,Tarde,0,1,0
2746,14-Mar-1988,1988.0,Unprovoked,REUNION,M,Não informada,N,Tarde,0,1,0
2748,14-Feb-1988,1988.0,Unprovoked,SOUTH AFRICA,M,20,N,Tarde,0,1,0
2749,13-Feb-1988,1988.0,Unprovoked,SOUTH AFRICA,F,15,N,Manhã,0,0,1
2751,02-Feb-1988,1988.0,Unprovoked,FIJI,M,22,N,Manhã,0,1,0
2752,27-Jan-1988,1988.0,Invalid,SOUTH AFRICA,M,22,N,Manhã,0,1,0
2753,21-Jan-1988,1988.0,Invalid,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
2754,14-Jan-1988,1988.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
2755,06-Jan-1988,1988.0,Provoked,SOUTH AFRICA,M,33,N,Manhã,0,1,0
2759,17-Dec-1987,1987.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
2760,13-Dec-1987,1987.0,Invalid,AUSTRALIA,F,18,N,Manhã,0,0,1
2761,21-Nov-1987,1987.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
2763,26-Oct-1987,1987.0,Unprovoked,USA,M,20,N,Tarde,0,1,0
2764,25-Oct-1987,1987.0,Invalid,SOUTH AFRICA,M,14,N,Tarde,0,1,0
2765,11-Oct-1987,1987.0,Unprovoked,SOUTH AFRICA,M,21,N,Manhã,0,1,0
2767,18-Sep-1987,1987.0,Unprovoked,AUSTRALIA,M,47,Y,Manhã,1,1,0
2768,13-Sep-1987,1987.0,Unprovoked,SOUTH AFRICA,M,24,N,Manhã,0,1,0
2769,20-Aug-1987,1987.0,Unprovoked,USA,M,12,N,Manhã,0,1,0
2770,15-Aug-1987,1987.0,Unprovoked,USA,M,40,N,Manhã,0,1,0
2771,21-Jul-1987,1987.0,Unprovoked,USA,M,27,N,Manhã,0,1,0
2772,12-Jul-1987,1987.0,Unprovoked,USA,F,32,N,Tarde,0,0,1
2773,12-Jul-1987,1987.0,Unprovoked,USA,F,16,N,Tarde,0,0,1
2775,09-Jul-1987,1987.0,Unprovoked,BAHAMAS,M,35,N,Manhã,0,1,0
2777,13-Jun-1987,1987.0,Provoked,USA,M,Não informada,N,Tarde,0,1,0
2778,25-May-1987,1987.0,Unprovoked,USA,M,12,N,Manhã,0,1,0
2779,08-May-1987,1987.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2780,06-May-1987,1987.0,Provoked,AUSTRALIA,M,34,N,Manhã,0,1,0
2781,19-Apr-1987,1987.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2782,18-Apr-1987,1987.0,Unprovoked,USA,F,16,N,Tarde,0,0,1
2783,15-Apr-1987,1987.0,Unprovoked,USA,M,Não informada,Y,Manhã,1,1,0
2784,01-Apr-1987,1987.0,Unprovoked,VANUATU,M,8,Y,Manhã,1,1,0
2785,30-Mar-1987,1987.0,Unprovoked,AUSTRALIA,M,18,N,Manhã,0,1,0
2787,28-Feb-1987,1987.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2789,28-Jan-1987,1987.0,Unprovoked,SOUTH AFRICA,M,30,N,Manhã,0,1,0
2790,06-Jan-1987,1987.0,Unprovoked,AUSTRALIA,M,37,N,Manhã,0,1,0
2793,31-Dec-1986,1986.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Tarde,0,1,0
2794,22-Dec-1986,1986.0,Unprovoked,SOUTH AFRICA,M,21,Y,Tarde,1,1,0
2795,11-Dec-1986,1986.0,Unprovoked,USA,M,40,N,Tarde,0,1,0
2796,06-Dec-1986,1986.0,Unprovoked,BAHAMAS,M,37,N,Manhã,0,1,0
2797,06-Dec-1986,1986.0,Unprovoked,USA,M,27,N,Manhã,0,1,0
2798,04-Dec-1986,1986.0,Invalid,SOUTH AFRICA,M,22,N,Manhã,0,1,0
2800,30-Nov-1986,1986.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
2801,19-Nov-1986,1986.0,Unprovoked,USA,M,26,N,Manhã,0,1,0
2802,04-Nov-1986,1986.0,Unprovoked,USA,M,23,N,Manhã,0,1,0
2803,17-Oct-1986,1986.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2804,03-Oct-1986,1986.0,Unprovoked,USA,F,6,N,Tarde,0,0,1
2805,05-Oct-1986,1986.0,Unprovoked,SOUTH AFRICA,M,32,N,Manhã,0,1,0
2812,10-Aug-1986,1986.0,Invalid,SOUTH AFRICA,M,35,N,Manhã,0,1,0
2813,03-Aug-1986,1986.0,Unprovoked,AUSTRALIA,F,Não informada,N,Manhã,0,0,1
2816,09-Jul-1986,1986.0,Unprovoked,USA,M,8,N,Manhã,0,1,0
2818,18-May-1986,1986.0,Unprovoked,AUSTRALIA,M,Não informada,N,Manhã,0,1,0
2819,15-May-1986,1986.0,Unprovoked,SOUTH KOREA,M,Não informada,Y,Manhã,1,1,0
2820,20-Apr-1986,1986.0,Unprovoked,USA,M,Não informada,Y,Manhã,1,1,0
2822,18-Mar-1986,1986.0,Unprovoked,SPAIN,M,Não informada,N,Manhã,0,1,0
2823,15-Mar-1986,1986.0,Unprovoked,SOUTH AFRICA,M,26,N,Tarde,0,1,0
2825,18-Feb-1986,1986.0,Unprovoked,SOUTH AFRICA,M,21,N,Manhã,0,1,0
2826,17-Feb-1986,1986.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Tarde,0,1,0
2827,07-Feb-1986,1986.0,Unprovoked,SOUTH AFRICA,M,46,N,Tarde,0,1,0
2828,06-Feb-1986,1986.0,Unprovoked,SOUTH AFRICA,M,29,N,Manhã,0,1,0
2829,01-Feb-1986,1986.0,Unprovoked,AUSTRALIA,M,29,N,Manhã,0,1,0
2830,12-Jan-1986,1986.0,Unprovoked,USA,M,22,N,Manhã,0,1,0
2832,22-Dec-1985,1985.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2833,10-Dec-1985,1985.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2834,11-Nov-1985,1985.0,Provoked,AUSTRALIA,M,Não informada,N,Tarde,0,1,0
2836,03-Nov-1985,1985.0,Provoked,USA,M,24,N,Manhã,0,1,0
2837,24-Oct-1985,1985.0,Unprovoked,SOUTH AFRICA,M,22,N,Manhã,0,1,0
2838,22-Oct-1985,1985.0,Unprovoked,USA,M,46,N,Tarde,0,1,0
2839,18-Oct-1985,1985.0,Unprovoked,USA,M,33,N,Manhã,0,1,0
2840,12-Oct-1985,1985.0,Unprovoked,USA,M,24,N,Manhã,0,1,0
2841,05-Oct-1985,1985.0,Provoked,USA,M,Não informada,N,Manhã,0,1,0
2842,28-Sep-1985,1985.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2843,08-Sep-1985,1985.0,Invalid,SOUTH AFRICA,M,21,N,Manhã,0,1,0
2844,08-Sep-1985,1985.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
2845,05-Sep-1985,1985.0,Invalid,USA,M,17,N,Tarde,0,1,0
2846,22-Aug-1985,1985.0,Unprovoked,USA,M,87,N,Manhã,0,1,0
2847,20-Aug-1985,1985.0,Invalid,USA,M,11,N,Manhã,0,1,0
2848,17-Aug-1985,1985.0,Invalid,USA,M,67,N,Manhã,0,1,0
2849,25-Jul-1985,1985.0,Unprovoked,USA,F,13,N,Tarde,0,0,1
2850,25-Jul-1985,1985.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
2852,19-Jul-1985,1985.0,Unprovoked,USA,F,10,N,Manhã,0,0,1
2854,26-May-1985,1985.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2855,08-May-1985,1985.0,Provoked,SOUTH AFRICA,M,39,N,Manhã,0,1,0
2856,16-Mar-1985,1985.0,Unprovoked,USA,M,25,N,Manhã,0,1,0
2857,03-Mar-1985,1985.0,Unprovoked,AUSTRALIA,F,33,Y,Manhã,1,0,1
2858,18-Feb-1985,1985.0,Unprovoked,USA,M,29,N,Manhã,0,1,0
2859,03-Feb-1985,1985.0,Unprovoked,USA,M,16,N,Tarde,0,1,0
2860,27-Jan-1985,1985.0,Unprovoked,SOUTH AFRICA,M,15,N,Tarde,0,1,0
2861,18-Jan-1985,1985.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2862,17-Jan-1985,1985.0,Unprovoked,SOUTH AFRICA,M,18,N,Tarde,0,1,0
2864,04-Jan-1985,1985.0,Unprovoked,SOUTH AFRICA,M,34,N,Manhã,0,1,0
2870,30-Nov-1984,1984.0,Unprovoked,AUSTRALIA,M,16,Y,Manhã,1,1,0
2871,11-Nov-1984,1984.0,Unprovoked,USA,M,13,N,Manhã,0,1,0
2872,04-Nov-1984,1984.0,Provoked,USA,M,29,N,Manhã,0,1,0
2873,21-Oct-1984,1984.0,Invalid,USA,M,22,N,Tarde,0,1,0
2874,21-Oct-1984,1984.0,Unprovoked,USA,F,23,N,Manhã,0,0,1
2875,17-Oct-1984,1984.0,Invalid,USA,F,77,N,Manhã,0,0,1
2876,14-Oct-1984,1984.0,Unprovoked,USA,M,15,N,Tarde,0,1,0
2877,30-Sep-1984,1984.0,Unprovoked,USA,M,25,N,Tarde,0,1,0
2878,30-Sep-1984,1984.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2879,23-Sep-1984,1984.0,Unprovoked,USA,M,17,N,Tarde,0,1,0
2880,22-Sep-1984,1984.0,Unprovoked,USA,M,70,N,Manhã,0,1,0
2881,22-Sep-1984,1984.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
2883,17-Sep-1984,1984.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
2884,15-Sep-1984,1984.0,Unprovoked,USA,M,28,Y,Manhã,1,1,0
2885,11-Sep-1984,1984.0,Provoked,MEXICO,M,Não informada,N,Tarde,0,1,0
2886,24-Aug-1984,1984.0,Invalid,USA,F,31,N,Manhã,0,0,1
2887,07-Aug-1984,1984.0,Unprovoked,INDONESIA,M,Não informada,Y,Manhã,1,1,0
2888,24-Jul-1984,1984.0,Unprovoked,USA,F,13,N,Tarde,0,0,1
2889,24-Jul-1984,1984.0,Unprovoked,USA,F,18,N,Manhã,0,0,1
2890,22-Jul-1984,1984.0,Invalid,SOUTH AFRICA,M,21,N,Manhã,0,1,0
2891,01-Jul-1984,1984.0,Unprovoked,USA,M,30,N,Tarde,0,1,0
2893,15-Jun-1984,1984.0,Unprovoked,SOUTH AFRICA,M,27,N,Tarde,0,1,0
2894,03-Jun-1984,1984.0,Unprovoked,USA,F,13,N,Tarde,0,0,1
2895,03-Jun-1984,1984.0,Unprovoked,VANUATU,M,20,Y,Manhã,1,1,0
2896,31-May-1984,1984.0,Unprovoked,SOUTH AFRICA,M,28,N,Manhã,0,1,0
2897,17-Mar-1984,1984.0,Invalid,SOMALIA,M,Não informada,N,Manhã,0,1,0
2898,14-Mar-1984,1984.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Tarde,0,1,0
2899,10-Mar-1984,1984.0,Boating,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2901,18-Feb-1984,1984.0,Provoked,SOUTH AFRICA,M,Não informada,N,Noite,0,1,0
2902,17-Feb-1984,1984.0,Provoked,SOUTH AFRICA,M,33,N,Manhã,0,1,0
2904,11-Feb-1984,1984.0,Unprovoked,AUSTRALIA,M,27,N,Manhã,0,1,0
2905,05-Jan-1984,1984.0,Unprovoked,SOUTH AFRICA,M,14,N,Manhã,0,1,0
2906,04-Jan-1984,1984.0,Unprovoked,SOUTH AFRICA,F,14,Y,Manhã,1,0,1
2909,30-Dec-1983,1983.0,Invalid,GREECE,M,36,N,Madrugada,0,1,0
2910,25-Dec-1983,1983.0,Unprovoked,USA,M,17,N,Tarde,0,1,0
2911,24-Dec-1983,1983.0,Unprovoked,AUSTRALIA,M,48,N,Manhã,0,1,0
2912,22-Dec-1983,1983.0,Unprovoked,SOUTH AFRICA,M,16,N,Manhã,0,1,0
2913,21-Dec-1983,1983.0,Unprovoked,SOUTH AFRICA,M,47,N,Manhã,0,1,0
2914,07-Dec-1983,1983.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2915,21-Nov-1983,1983.0,Boating,PHILIPPINES,M,Não informada,N,Manhã,0,1,0
2916,10-Nov-1983,1983.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
2917,10-Nov-1983,1983.0,Invalid,SOUTH AFRICA,F,Não informada,N,Manhã,0,0,1
2918,17-Oct-1983,1983.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
2919,13-Oct-1983,1983.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
2920,04-Sep-1983,1983.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
2921,20-Aug-1983,1983.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2922,20-Aug-1983,1983.0,Unprovoked,SOUTH AFRICA,M,29,N,Manhã,0,1,0
2923,15-Aug-1983,1983.0,Unprovoked,USA,F,14,N,Manhã,0,0,1
2924,13-Aug-1983,1983.0,Provoked,USA,M,14,N,Manhã,0,1,0
2925,13-Aug-1983,1983.0,Unprovoked,USA,F,22,N,Manhã,0,0,1
2927,26-Jul-1983,1983.0,Boating,AUSTRALIA,F,21,Y,Madrugada,1,0,1
2928,25-Jul-1983,1983.0,Boating,AUSTRALIA,M,24,Y,Noite,1,1,0
2929,25-Jul-1983,1983.0,Boating,AUSTRALIA,M,28,N,Noite,0,1,0
2930,15-Jul-1983,1983.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2931,12-Jul-1983,1983.0,Unprovoked,USA,F,39,N,Tarde,0,0,1
2932,08-Jul-1983,1983.0,Unprovoked,BAHAMAS,M,13,N,Manhã,0,1,0
2933,05-Jul-1983,1983.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
2934,29-Jun-1983,1983.0,Unprovoked,USA,M,42,N,Manhã,0,1,0
2935,22-Jun-1983,1983.0,Unprovoked,BAHAMAS,M,15,Y,Tarde,1,1,0
2936,20-Jun-1983,1983.0,Unprovoked,USA,M,21,N,Tarde,0,1,0
2937,15-Jun-1983,1983.0,Unprovoked,BAHAMAS,M,30,N,Manhã,0,1,0
2938,15-Jun-1983,1983.0,Invalid,ITALY,M,Não informada,N,Manhã,0,1,0
2940,31-May-1983,1983.0,Unprovoked,USA,M,21,N,Manhã,0,1,0
2942,21-May-1983,1983.0,Unprovoked,USA,M,22,N,Tarde,0,1,0
2943,19-Apr-1983,1983.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2944,12-Apr-1983,1983.0,Unprovoked,SOUTH AFRICA,M,27,N,Noite,0,1,0
2945,02-Apr-1983,1983.0,Unprovoked,USA,M,16,N,Manhã,0,1,0
2946,02-Apr-1983,1983.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2947,30-Mar-1983,1983.0,Unprovoked,SOUTH AFRICA,M,17,N,Manhã,0,1,0
2948,22-Mar-1983,1983.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2949,10-Mar-1983,1983.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2951,20-Feb-1983,1983.0,Unprovoked,SOUTH AFRICA,M,16,N,Manhã,0,1,0
2952,24-Jan-1983,1983.0,Provoked,USA,M,43,N,Manhã,0,1,0
2953,15-Jan-1983,1983.0,Invalid,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2954,10-Jan-1983,1983.0,Unprovoked,SOUTH AFRICA,M,22,N,Tarde,0,1,0
2955,08-Jan-1983,1983.0,Unprovoked,SOUTH AFRICA,M,32,N,Manhã,0,1,0
2960,13-Oct-1982,1982.0,Unprovoked,USA,M,26,N,Manhã,0,1,0
2961,30-Sep-1982,1982.0,Unprovoked,SOUTH AFRICA,M,16,N,Tarde,0,1,0
2962,30-Sep-1982,1982.0,Unprovoked,SOUTH AFRICA,M,16,N,Tarde,0,1,0
2963,27-Sep-1982,1982.0,Unprovoked,USA,M,20,N,Manhã,0,1,0
2964,25-Sep-1982,1982.0,Unprovoked,USA,M,36,N,Manhã,0,1,0
2965,19-Sep-1982,1982.0,Unprovoked,USA,M,28,N,Tarde,0,1,0
2966,04-Sep-1982,1982.0,Invalid,USA,M,20,N,Manhã,0,1,0
2967,29-Aug-1982,1982.0,Unprovoked,JAPAN,M,Não informada,Y,Manhã,1,1,0
2968,29-Aug-1982,1982.0,Invalid,USA,M,17,N,Manhã,0,1,0
2969,29-Aug-1982,1982.0,Unprovoked,SOUTH AFRICA,F,18,N,Manhã,0,0,1
2971,31-Jul-1982,1982.0,Invalid,SOUTH AFRICA,M,20,N,Tarde,0,1,0
2972,24-Jul-1982,1982.0,Unprovoked,SOUTH AFRICA,M,38,N,Tarde,0,1,0
2973,24-Jul-1982,1982.0,Unprovoked,USA,M,26,N,Manhã,0,1,0
2974,19-Jul-1982,1982.0,Unprovoked,USA,M,17,N,Tarde,0,1,0
2975,11-Jul-1982,1982.0,Invalid,USA,M,43,N,Manhã,0,1,0
2976,01-Jul-1982,1982.0,Unprovoked,USA,F,19,N,Tarde,0,0,1
2978,29-Jun-1982,1982.0,Unprovoked,SOUTH AFRICA,M,27,Y,Manhã,1,1,0
2979,26-Jun-1982,1982.0,Unprovoked,USA,M,20,N,Tarde,0,1,0
2980,26-Jun-1982,1982.0,Unprovoked,BAHAMAS,M,19,N,Manhã,0,1,0
2981,25-Jun-1982,1982.0,Unprovoked,USA,F,8,N,Manhã,0,0,1
2982,13-Jun-1982,1982.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2984,10-Mar-1982,1982.0,Unprovoked,USA,M,16,N,Tarde,0,1,0
2985,07-Mar-1982,1982.0,Unprovoked,AUSTRALIA,M,20,Y,Manhã,1,1,0
2987,28-Feb-1982,1982.0,Unprovoked,AUSTRALIA,M,32,Y,Manhã,1,1,0
2988,27-Feb-1982,1982.0,Unprovoked,USA,M,18,N,Manhã,0,1,0
2989,17-Feb-1982,1982.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
2990,14-Feb-1982,1982.0,Unprovoked,USA,F,Não informada,N,Manhã,0,0,1
2991,14-Feb-1982,1982.0,Unprovoked,USA,F,Não informada,N,Manhã,0,0,1
2992,13-Feb-1982,1982.0,Unprovoked,USA,F,75,Y,Manhã,1,0,1
2993,07-Feb-1982,1982.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
2994,07-Feb-1982,1982.0,Unprovoked,USA,M,29,Y,Manhã,1,1,0
2995,29-Jan-1982,1982.0,Unprovoked,SOUTH AFRICA,M,20,N,Tarde,0,1,0
2999,19-Dec-1981,1981.0,Unprovoked,USA,M,24,Y,Tarde,1,1,0
3001,13-Dec-1981,1981.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3002,30-Nov-1981,1981.0,Unprovoked,REUNION,M,Não informada,N,Tarde,0,1,0
3003,19-Oct-1981,1981.0,Provoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3004,09-Nov-1981,1981.0,Unprovoked,USA,M,59,N,Manhã,0,1,0
3005,19-Oct-1981,1981.0,Unprovoked,USA,M,19,N,Manhã,0,1,0
3006,17-Oct-1981,1981.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3007,16-Oct-1981,1981.0,Unprovoked,USA,M,17,N,Manhã,0,1,0
3008,01-Oct-1981,1981.0,Unprovoked,USA,M,24,N,Manhã,0,1,0
3009,28-Sep-1981,1981.0,Unprovoked,USA,M,28,N,Tarde,0,1,0
3010,27-Sep-1981,1981.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3011,15-Sep-1981,1981.0,Unprovoked,USA,M,26,Y,Tarde,1,1,0
3012,03-Sep-1981,1981.0,Unprovoked,USA,M,25,N,Manhã,0,1,0
3013,03-Sep-1981,1981.0,Unprovoked,USA,M,24,N,Manhã,0,1,0
3014,29-Aug-1981,1981.0,Unprovoked,USA,M,15,N,Manhã,0,1,0
3015,24-Aug-1981,1981.0,Provoked,USA,M,19,N,Manhã,0,1,0
3016,24-Aug-1981,1981.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
3017,10-Aug-1981,1981.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3018,10-Aug-1981,1981.0,Unprovoked,USA,F,19,Y,Manhã,1,0,1
3019,07-Aug-1981,1981.0,Unprovoked,BAHAMAS,M,53,N,Manhã,0,1,0
3020,20-Jul-1981,1981.0,Unprovoked,USA,F,16,N,Manhã,0,0,1
3021,18-Jul-1981,1981.0,Unprovoked,SOUTH AFRICA,M,32,N,Manhã,0,1,0
3022,07-Jul-1981,1981.0,Unprovoked,USA,M,Não informada,N,Tarde,0,1,0
3023,01-Jul-1981,1981.0,Unprovoked,SOUTH AFRICA,M,Não informada,N,Manhã,0,1,0
3024,15-Jun-1981,1981.0,Boating,ENGLAND,M,Não informada,N,Manhã,0,1,0
3025,12-Jun-1981,1981.0,Invalid,USA,M,Não informada,N,Manhã,0,1,0
3026,24-May-1981,1981.0,Unprovoked,USA,M,Não informada,Y,Manhã,1,1,0
3027,23-May-1981,1981.0,Unprovoked,SOUTH KOREA,F,27,Y,Manhã,1,0,1
3028,20-May-1981,1981.0,Unprovoked,SOUTH AFRICA,M,27,N,Manhã,0,1,0
3029,19-May-1981,1981.0,Unprovoked,USA,M,32,N,Manhã,0,1,0
3030,16-May-1981,1981.0,Unprovoked,USA,M,Não informada,N,Manhã,0,1,0
3031,10-May-1981,1981.0,Unprovoked,SOUTH AFRICA,M,19,N,Tarde,0,1,0
3032,07-May-1981,1981.0,Provoked,NAMIBIA,M,Não informada,N,Manhã,0,1,0
3034,05-May-1981,1981.0,Unprovoked,SOUTH AFRICA,M,24,N,Manhã,0,1,0
3035,25-Mar-1981,1981.0,Unprovoked,USA,M,19,N,Tarde,0,1,0
3036,24-Mar-1981,1981.0,Unprovoked,USA,M,24,N,Tarde,0,1,0
3037,04-Mar-1981,1981.0,Unprovoked,CHILE,M,Não informada,N,Manhã,0,1,0
3039,19-Feb-1981,1981.0,Unprovoked,SOUTH AFRICA,M,30,N,Tarde,0,1,0
